tenant_id,avg_debt,complaint_count,rental_duration,resolved_complaints,region
1078,20850,4,24,4,D
1079,20900,4,18,4,D
1080,20950,4,12,4,D
1081,21000,5,36,5,E
1082,21050,5,30,5,E
1083,21100,5,24,5,E
1084,21150,5,18,5,E
1085,21200,5,12,5,E
1086,21250,5,36,5,E
1087,21300,5,30,5,E
1088,21350,5,24,5,E
1089,21400,5,18,5,E
1090,21450,5,12,5,E
1091,21500,0,36,0,F
1092,21550,0,30,0,F
1093,21600,0,24,0,F
1094,21650,0,18,0,F
1095,21700,0,12,0,F
1096,21750,0,36,0,F
1097,21800,0,30,0,F
1098,21850,0,24,0,F
1099,21900,0,18,0,F
1100,21950,0,12,0,F
1101,22000,1,36,1,C
1102,22050,1,30,1,C
1103,22100,1,24,1,C
1104,22150,1,18,1,C
1105,22200,1,12,1,C
1106,22250,1,36,1,C
1107,22300,1,30,1,C
1108,22350,1,24,1,C
1109,22400,1,18,1,C
1110,22450,1,12,1,C
1111,22500,2,36,2,D
1112,22550,2,30,2,D
1113,22600,2,24,2,D
1114,22650,2,18,2,D
1115,22700,2,12,2,D
1116,22750,2,36,2,D
1117,22800,2,30,2,D
1118,22850,2,24,2,D
1119,22900,2,18,2,D
1120,22950,2,12,2,D
1121,23000,3,36,3,E
1122,23050,3,30,3,E
1123,23100,3,24,3,E
1124,23150,3,18,3,E
1125,23200,3,12,3,E
1126,23250,3,36,3,E
1127,23300,3,30,3,E
1128,23350,3,24,3,E
1129,23400,3,18,3,E
1130,23450,3,12,3,E
1131,23500,4,36,4,F
1132,23550,4,30,4,F
1133,23600,4,24,4,F
1134,23650,4,18,4,F
1135,23700,4,12,4,F
1136,23750,4,36,4,F
1137,23800,4,30,4,F
1138,23850,4,24,4,F
1139,23900,4,18,4,F
1140,23950,4,12,4,F
1141,24000,5,36,5,C
1142,24050,5,30,5,C
1143,24100,5,24,5,C
1144,24150,5,18,5,C
1145,24200,5,12,5,C
1146,24250,5,36,5,C
1147,24300,5,30,5,C
1148,24350,5,24,5,C
1149,24400,5,18,5,C
1150,24450,5,12,5,C
1151,24500,0,36,0,D
1152,24550,0,30,0,D
1153,24600,0,24,0,D
1154,24650,0,18,0,D
1155,24700,0,12,0,D
1156,24750,0,36,0,D
1157,24800,0,30,0,D
1158,24850,0,24,0,D
1159,24900,0,18,0,D
1160,24950,0,12,0,D
1161,25000,1,36,1,E
1162,25050,1,30,1,E
1163,25100,1,24,1,E
1164,25150,1,18,1,E
1165,25200,1,12,1,E
1166,25250,1,36,1,E
1167,25300,1,30,1,E
1168,25350,1,24,1,E
1169,25400,1,18,1,E
1170,25450,1,12,1,E
1171,25500,2,36,2,F
1172,25550,2,30,2,F
1173,25600,2,24,2,F
1174,25650,2,18,2,F
1175,25700,2,12,2,F
1176,25750,2,36,2,F
1177,25800,2,30,2,F
1178,25850,2,24,2,F
1179,25900,2,18,2,F
1180,25950,2,12,2,F
1181,26000,3,36,3,C
1182,26050,3,30,3,C
1183,26100,3,24,3,C
1184,26150,3,18,3,C
1185,26200,3,12,3,C
1186,26250,3,36,3,C
1187,26300,3,30,3,C
1188,26350,3,24,3,C
1189,26400,3,18,3,C
1190,26450,3,12,3,C
1191,26500,4,36,4,D
1192,26550,4,30,4,D
1193,26600,4,24,4,D
1194,26650,4,18,4,D
1195,26700,4,12,4,D
1196,26750,4,36,4,D
1197,26800,4,30,4,D
1198,26850,4,24,4,D
1199,26900,4,18,4,D
1200,26950,4,12,4,D
