tenant_id,avg_debt,complaint_count,rental_duration,resolved_complaints,region
774,5650,3,18,3,Медеуский
775,5700,3,12,3,Медеуский
776,5750,3,36,3,Медеуский
777,5800,3,30,3,Медеуский
778,5850,3,24,3,Медеуский
779,5900,3,18,3,Медеуский
780,5950,3,12,3,Медеуский
781,6000,2,36,2,Ауэзовский
782,6050,2,30,2,Ауэзовский
783,6100,2,24,2,Ауэзовский
784,6150,2,18,2,Ауэзовский
785,6200,2,12,2,Ауэзовский
786,6250,2,36,2,Ауэзовский
787,6300,2,30,2,Ауэзовский
788,6350,2,24,2,Ауэзовский
789,6400,2,18,2,Ауэзовский
790,6450,2,12,2,Ауэзовский
791,6500,5,36,5,Бостандыкский
792,6550,5,30,5,Бостандыкский
793,6600,5,24,5,Бостандыкский
794,6650,5,18,5,Бостандыкский
795,6700,5,12,5,Бостандыкский
796,6750,5,36,5,Бостандыкский
797,6800,5,30,5,Бостандыкский
798,6850,5,24,5,Бостандыкский
799,6900,5,18,5,Бостандыкский
800,6950,5,12,5,Бостандыкский
801,7000,1,36,1,Жетысуский
802,7050,1,30,1,Жетысуский
803,7100,1,24,1,Жетысуский
804,7150,1,18,1,Жетысуский
805,7200,1,12,1,Жетысуский
806,7250,1,36,1,Жетысуский
807,7300,1,30,1,Жетысуский
808,7350,1,24,1,Жетысуский
809,7400,1,18,1,Жетысуский
810,7450,1,12,1,Жетысуский
811,7500,2,36,2,Медеуский
812,7550,2,30,2,Медеуский
813,7600,2,24,2,Медеуский
814,7650,2,18,2,Медеуский
815,7700,2,12,2,Медеуский
816,7750,2,36,2,Медеуский
817,7800,2,30,2,Медеуский
818,7850,2,24,2,Медеуский
819,7900,2,18,2,Медеуский
820,7950,2,12,2,Медеуский
821,8000,3,36,3,Ауэзовский
822,8050,3,30,3,Ауэзовский
823,8100,3,24,3,Ауэзовский
824,8150,3,18,3,Ауэзовский
825,8200,3,12,3,Ауэзовский
826,8250,3,36,3,Ауэзовский
827,8300,3,30,3,Ауэзовский
828,8350,3,24,3,Ауэзовский
829,8400,3,18,3,Ауэзовский
830,8450,3,12,3,Ауэзовский
831,8500,4,36,4,Бостандыкский
832,8550,4,30,4,Бостандыкский
833,8600,4,24,4,Бостандыкский
834,8650,4,18,4,Бостандыкский
835,8700,4,12,4,Бостандыкский
836,8750,4,36,4,Бостандыкский
837,8800,4,30,4,Бостандыкский
838,8850,4,24,4,Бостандыкский
839,8900,4,18,4,Бостандыкский
840,8950,4,12,4,Бостандыкский
841,9000,0,36,0,Жетысуский
842,9050,0,30,0,Жетысуский
843,9100,0,24,0,Жетысуский
844,9150,0,18,0,Жетысуский
845,9200,0,12,0,Жетысуский
846,9250,0,36,0,Жетысуский
847,9300,0,30,0,Жетысуский
848,9350,0,24,0,Жетысуский
849,9400,0,18,0,Жетысуский
850,9450,0,12,0,Жетысуский
851,9500,5,36,5,Медеуский
852,9550,5,30,5,Медеуский
853,9600,5,24,5,Медеуский
854,9650,5,18,5,Медеуский
855,9700,5,12,5,Медеуский
856,9750,5,36,5,Медеуский
857,9800,5,30,5,Медеуский
858,9850,5,24,5,Медеуский
859,9900,5,18,5,Медеуский
860,9950,5,12,5,Медеуский
861,10000,1,36,1,Ауэзовский
862,10050,1,30,1,Ауэзовский
863,10100,1,24,1,Ауэзовский
864,10150,1,18,1,Ауэзовский
865,10200,1,12,1,Ауэзовский
866,10250,1,36,1,Ауэзовский
867,10300,1,30,1,Ауэзовский
868,10350,1,24,1,Ауэзовский
869,10400,1,18,1,Ауэзовский
870,10450,1,12,1,Ауэзовский
871,10500,2,36,2,Бостандыкский
872,10550,2,30,2,Бостандыкский
873,10600,2,24,2,Бостандыкский
874,10650,2,18,2,Бостандыкский
875,10700,2,12,2,Бостандыкский
876,10750,2,36,2,Бостандыкский
877,10800,2,30,2,Бостандыкский
878,10850,2,24,2,Бостандыкский
879,10900,2,18,2,Бостандыкский
880,10950,2,12,2,Бостандыкский
881,11000,3,36,3,Жетысуский
882,11050,3,30,3,Жетысуский
883,11100,3,24,3,Жетысуский
884,11150,3,18,3,Жетысуский
885,11200,3,12,3,Жетысуский
886,11250,3,36,3,Жетысуский
887,11300,3,30,3,Жетысуский
888,11350,3,24,3,Жетысуский
889,11400,3,18,3,Жетысуский
890,11450,3,12,3,Жетысуский
891,11500,4,36,4,Медеуский
892,11550,4,30,4,Медеуский
893,11600,4,24,4,Медеуский
894,11650,4,18,4,Медеуский
895,11700,4,12,4,Медеуский
896,11750,4,36,4,Медеуский
897,11800,4,30,4,Медеуский
898,11850,4,24,4,Медеуский
899,11900,4,18,4,Медеуский
900,11950,4,12,4,Медеуский
901,12000,5,36,5,Ауэзовский
902,12050,5,30,5,Ауэзовский
903,12100,5,24,5,Ауэзовский
904,12150,5,18,5,Ауэзовский
905,12200,5,12,5,Ауэзовский
906,12250,5,36,5,Ауэзовский
907,12300,5,30,5,Ауэзовский
908,12350,5,24,5,Ауэзовский
909,12400,5,18,5,Ауэзовский
910,12450,5,12,5,Ауэзовский
911,12500,0,36,0,Бостандыкский
912,12550,0,30,0,Бостандыкский
913,12600,0,24,0,Бостандыкский
914,12650,0,18,0,Бостандыкский
915,12700,0,12,0,Бостандыкский
916,12750,0,36,0,Бостандыкский
917,12800,0,30,0,Бостандыкский
918,12850,0,24,0,Бостандыкский
919,12900,0,18,0,Бостандыкский
920,12950,0,12,0,Бостандыкский
921,13000,1,36,1,Жетысуский
922,13050,1,30,1,Жетысуский
923,13100,1,24,1,Жетысуский
924,13150,1,18,1,Жетысуский
925,13200,1,12,1,Жетысуский
926,13250,1,36,1,Жетысуский
927,13300,1,30,1,Жетысуский
928,13350,1,24,1,Жетысуский
929,13400,1,18,1,Жетысуский
930,13450,1,12,1,Жетысуский
931,13500,2,36,2,Медеуский
932,13550,2,30,2,Медеуский
933,13600,2,24,2,Медеуский
934,13650,2,18,2,Медеуский
935,13700,2,12,2,Медеуский
936,13750,2,36,2,Медеуский
937,13800,2,30,2,Медеуский
938,13850,2,24,2,Медеуский
939,13900,2,18,2,Медеуский
940,13950,2,12,2,Медеуский
941,14000,3,36,3,Ауэзовский
942,14050,3,30,3,Ауэзовский
943,14100,3,24,3,Ауэзовский
944,14150,3,18,3,Ауэзовский
945,14200,3,12,3,Ауэзовский
946,14250,3,36,3,Ауэзовский
947,14300,3,30,3,Ауэзовский
948,14350,3,24,3,Ауэзовский
949,14400,3,18,3,Ауэзовский
950,14450,3,12,3,Ауэзовский
951,14500,4,36,4,Бостандыкский
952,14550,4,30,4,Бостандыкский
953,14600,4,24,4,Бостандыкский
954,14650,4,18,4,Бостандыкский
955,14700,4,12,4,Бостандыкский
956,14750,4,36,4,Бостандыкский
957,14800,4,30,4,Бостандыкский
958,14850,4,24,4,Бостандыкский
959,14900,4,18,4,Бостандыкский
960,14950,4,12,4,Бостандыкский
961,15000,5,36,5,Жетысуский
962,15050,5,30,5,Жетысуский
963,15100,5,24,5,Жетысуский
964,15150,5,18,5,Жетысуский
965,15200,5,12,5,Жетысуский
966,15250,5,36,5,Жетысуский
967,15300,5,30,5,Жетысуский
968,15350,5,24,5,Жетысуский
969,15400,5,18,5,Жетысуский
970,15450,5,12,5,Жетысуский
971,15500,0,36,0,Медеуский
972,15550,0,30,0,Медеуский
973,15600,0,24,0,Медеуский
974,15650,0,18,0,Медеуский
975,15700,0,12,0,Медеуский
976,15750,0,36,0,Медеуский
977,15800,0,30,0,Медеуский
978,15850,0,24,0,Медеуский
979,15900,0,18,0,Медеуский
980,15950,0,12,0,Медеуский
981,16000,1,36,1,Ауэзовский
982,16050,1,30,1,Ауэзовский
983,16100,1,24,1,Ауэзовский
984,16150,1,18,1,Ауэзовский
985,16200,1,12,1,Ауэзовский
986,16250,1,36,1,Ауэзовский
987,16300,1,30,1,Ауэзовский
988,16350,1,24,1,Ауэзовский
989,16400,1,18,1,Ауэзовский
990,16450,1,12,1,Ауэзовский
991,16500,2,36,2,Бостандыкский
992,16550,2,30,2,Бостандыкский
993,16600,2,24,2,Бостандыкский
994,16650,2,18,2,Бостандыкский
995,16700,2,12,2,Бостандыкский
996,16750,2,36,2,Бостандыкский
997,16800,2,30,2,Бостандыкский
998,16850,2,24,2,Бостандыкский
999,16900,2,18,2,Бостандыкский
1000,16950,2,12,2,Бостандыкский
1001,17000,3,36,3,Жетысуский
1002,17050,3,30,3,Жетысуский
1003,17100,3,24,3,Жетысуский
1004,17150,3,18,3,Жетысуский
1005,17200,3,12,3,Жетысуский
1006,17250,3,36,3,Жетысуский
1007,17300,3,30,3,Жетысуский
1008,17350,3,24,3,Жетысуский
1009,17400,3,18,3,Жетысуский
1010,17450,3,12,3,Жетысуский
1011,17500,4,36,4,Медеуский
1012,17550,4,30,4,Медеуский
1013,17600,4,24,4,Медеуский
1014,17650,4,18,4,Медеуский
1015,17700,4,12,4,Медеуский
1016,17750,4,36,4,Медеуский
1017,17800,4,30,4,Медеуский
1018,17850,4,24,4,Медеуский
1019,17900,4,18,4,Медеуский
1020,17950,4,12,4,Медеуский
1021,18000,5,36,5,Ауэзовский
1022,18050,5,30,5,Ауэзовский
1023,18100,5,24,5,Ауэзовский
1024,18150,5,18,5,Ауэзовский
1025,18200,5,12,5,Ауэзовский
1026,18250,5,36,5,Ауэзовский
1027,18300,5,30,5,Ауэзовский
1028,18350,5,24,5,Ауэзовский
1029,18400,5,18,5,Ауэзовский
1030,18450,5,12,5,Ауэзовский
1031,18500,0,36,0,Бостандыкский
1032,18550,0,30,0,Бостандыкский
1033,18600,0,24,0,Бостандыкский
1034,18650,0,18,0,Бостандыкский
1035,18700,0,12,0,Бостандыкский
1036,18750,0,36,0,Бостандыкский
1037,18800,0,30,0,Бостандыкский
1038,18850,0,24,0,Бостандыкский
1039,18900,0,18,0,Бостандыкский
1040,18950,0,12,0,Бостандыкский
1041,19000,1,36,1,Жетысуский
1042,19050,1,30,1,Жетысуский
1043,19100,1,24,1,Жетысуский
1044,19150,1,18,1,Жетысуский
1045,19200,1,12,1,Жетысуский
1046,19250,1,36,1,Жетысуский
1047,19300,1,30,1,Жетысуский
1048,19350,1,24,1,Жетысуский
1049,19400,1,18,1,Жетысуский
1050,19450,1,12,1,Жетысуский
1051,19500,2,36,2,Медеуский
1052,19550,2,30,2,Медеуский
1053,19600,2,24,2,Медеуский
1054,19650,2,18,2,Медеуский
1055,19700,2,12,2,Медеуский
1056,19750,2,36,2,Медеуский
1057,19800,2,30,2,Медеуский
1058,19850,2,24,2,Медеуский
1059,19900,2,18,2,Медеуский
1060,19950,2,12,2,Медеуский
1061,20000,3,36,3,Ауэзовский
1062,20050,3,30,3,Ауэзовский
1063,20100,3,24,3,Ауэзовский
1064,20150,3,18,3,Ауэзовский
1065,20200,3,12,3,Ауэзовский
1066,20250,3,36,3,Ауэзовский
1067,20300,3,30,3,Ауэзовский
1068,20350,3,24,3,Ауэзовский
1069,20400,3,18,3,Ауэзовский
1070,20450,3,12,3,Ауэзовский
1071,20500,4,36,4,Бостандыкский
1072,20550,4,30,4,Бостандыкский
1073,20600,4,24,4,Бостандыкский
1074,20650,4,18,4,Бостандыкский
1075,20700,4,12,4,Бостандыкский
1076,20750,4,36,4,Бостандыкский
1077,20800,4,30,4,Бостандыкский
1078,20850,4,24,4,Бостандыкский
1079,20900,4,18,4,Бостандыкский
1080,20950,4,12,4,Бостандыкский
1081,21000,5,36,5,Жетысуский
1082,21050,5,30,5,Жетысуский
1083,21100,5,24,5,Жетысуский
1084,21150,5,18,5,Жетысуский
1085,21200,5,12,5,Жетысуский
1086,21250,5,36,5,Жетысуский
1087,21300,5,30,5,Жетысуский
1088,21350,5,24,5,Жетысуский
1089,21400,5,18,5,Жетысуский
1090,21450,5,12,5,Жетысуский
1091,21500,0,36,0,Медеуский
1092,21550,0,30,0,Медеуский
1093,21600,0,24,0,Медеуский
1094,21650,0,18,0,Медеуский
1095,21700,0,12,0,Медеуский
1096,21750,0,36,0,Медеуский
1097,21800,0,30,0,Медеуский
1098,21850,0,24,0,Медеуский
1099,21900,0,18,0,Медеуский
1100,21950,0,12,0,Медеуский
1101,22000,1,36,1,Ауэзовский
1102,22050,1,30,1,Ауэзовский
1103,22100,1,24,1,Ауэзовский
1104,22150,1,18,1,Ауэзовский
1105,22200,1,12,1,Ауэзовский
1106,22250,1,36,1,Ауэзовский
1107,22300,1,30,1,Ауэзовский
1108,22350,1,24,1,Ауэзовский
1109,22400,1,18,1,Ауэзовский
1110,22450,1,12,1,Ауэзовский
1111,22500,2,36,2,Бостандыкский
1112,22550,2,30,2,Бостандыкский
1113,22600,2,24,2,Бостандыкский
1114,22650,2,18,2,Бостандыкский
1115,22700,2,12,2,Бостандыкский
1116,22750,2,36,2,Бостандыкский
1117,22800,2,30,2,Бостандыкский
1118,22850,2,24,2,Бостандыкский
1119,22900,2,18,2,Бостандыкский
1120,22950,2,12,2,Бостандыкский
1121,23000,3,36,3,Жетысуский
1122,23050,3,30,3,Жетысуский
1123,23100,3,24,3,Жетысуский
1124,23150,3,18,3,Жетысуский
1125,23200,3,12,3,Жетысуский
1126,23250,3,36,3,Жетысуский
1127,23300,3,30,3,Жетысуский
1128,23350,3,24,3,Жетысуский
1129,23400,3,18,3,Жетысуский
1130,23450,3,12,3,Жетысуский
1131,23500,4,36,4,Медеуский
1132,23550,4,30,4,Медеуский
1133,23600,4,24,4,Медеуский
1134,23650,4,18,4,Медеуский
1135,23700,4,12,4,Медеуский
1136,23750,4,36,4,Медеуский
1137,23800,4,30,4,Медеуский
1138,23850,4,24,4,Медеуский
1139,23900,4,18,4,Медеуский
1140,23950,4,12,4,Медеуский
1141,24000,5,36,5,Ауэзовский
1142,24050,5,30,5,Ауэзовский
1143,24100,5,24,5,Ауэзовский
1144,24150,5,18,5,Ауэзовский
1145,24200,5,12,5,Ауэзовский
1146,24250,5,36,5,Ауэзовский
1147,24300,5,30,5,Ауэзовский
1148,24350,5,24,5,Ауэзовский
1149,24400,5,18,5,Ауэзовский
1150,24450,5,12,5,Ауэзовский
1151,24500,0,36,0,Бостандыкский
1152,24550,0,30,0,Бостандыкский
1153,24600,0,24,0,Бостандыкский
1154,24650,0,18,0,Бостандыкский
1155,24700,0,12,0,Бостандыкский
1156,24750,0,36,0,Бостандыкский
1157,24800,0,30,0,Бостандыкский
1158,24850,0,24,0,Бостандыкский
1159,24900,0,18,0,Бостандыкский
1160,24950,0,12,0,Бостандыкский
1161,25000,1,36,1,Жетысуский
1162,25050,1,30,1,Жетысуский
1163,25100,1,24,1,Жетысуский
1164,25150,1,18,1,Жетысуский
1165,25200,1,12,1,Жетысуский
1166,25250,1,36,1,Жетысуский
1167,25300,1,30,1,Жетысуский
1168,25350,1,24,1,Жетысуский
1169,25400,1,18,1,Жетысуский
1170,25450,1,12,1,Жетысуский
1171,25500,2,36,2,Медеуский
1172,25550,2,30,2,Медеуский
1173,25600,2,24,2,Медеуский
1174,25650,2,18,2,Медеуский
1175,25700,2,12,2,Медеуский
1176,25750,2,36,2,Медеуский
1177,25800,2,30,2,Медеуский
1178,25850,2,24,2,Медеуский
1179,25900,2,18,2,Медеуский
1180,25950,2,12,2,Медеуский
1181,26000,3,36,3,Ауэзовский
1182,26050,3,30,3,Ауэзовский
1183,26100,3,24,3,Ауэзовский
1184,26150,3,18,3,Ауэзовский
1185,26200,3,12,3,Ауэзовский
1186,26250,3,36,3,Ауэзовский
1187,26300,3,30,3,Ауэзовский
1188,26350,3,24,3,Ауэзовский
1189,26400,3,18,3,Ауэзовский
1190,26450,3,12,3,Ауэзовский
1191,26500,4,36,4,Бостандыкский
1192,26550,4,30,4,Бостандыкский
1193,26600,4,24,4,Бостандыкский
1194,26650,4,18,4,Бостандыкский
1195,26700,4,12,4,Бостандыкский
1196,26750,4,36,4,Бостандыкский
1197,26800,4,30,4,Бостандыкский
1198,26850,4,24,4,Бостандыкский
1199,26900,4,18,4,Бостандыкский
1200,26950,4,12,4,Бостандыкский
